消息发生时间,[消息发布时间][时间_系统RTC],[消息发布者ID][功能单元ID],[主备状态],[数据生成时间][时间_任务时间],[数据生成时间1][时间_任务时间],[有效性_俯仰角],[有效性_横滚角],[有效性_真航角],[有效性_俯仰角速率],[有效性_横滚角速率],[有效性_航向角速率],[有效性_俯仰角加速度],[有效性_横滚角加速度],[有效性_航向角加速度],[有效性_速度北向],[有效性_速度西向],[有效性_速度天向],[有效性_加速度北向],[有效性_加速度西向],[有效性_加速度天向],[有效性_惯性攻角],[有效性_惯性侧滑角],[有效性_偏流角],[有效性_航迹角],[有效性_位置],[有效性_惯性气压高度],[有效性_地速],[载机俯仰角][_角度_毫弧度],[载机横滚角][_角度_毫弧度],[载机真航角][_角度_毫弧度],[载机俯仰角速率][_角速率],[载机横滚角速率][_角速率],[载机航向角速率][_角速率],[载机俯仰角加速度][_角加速度],[载机横滚角加速度][_角加速度],[载机航向角加速度][_角加速度],[载机平台系速度][速度_北向][_速度],[载机平台系速度][速度_西向][_速度],[载机平台系速度][速度_天向][_速度],[载机平台系加速度][加速度_北向][_加速度],[载机平台系加速度][加速度_西向][_加速度],[载机平台系加速度][加速度_天向][_加速度],[载机惯性攻角][_角度_毫弧度],[载机侧滑角][_角度_毫弧度],[载机偏流角][_角度_毫弧度],[载机航迹角][_角度_毫弧度],[载机爬升角][_角度_毫弧度],[载机位置数据][_纬度],[载机位置数据][_经度],[载机惯性气压高度][_高度],[载机惯性气压参考高度][_高度],[载机地速][_速度]
40:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.0536425,-2.216172078,3030,-0.607086506,-0.448202871,50,0.1,0.1,0.1,331.2,-30.3,9.06,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90406,116.40406,4406,4000,332.5831174
40:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.93382251,-2.260880811,3040,-0.591073437,-0.445964325,50,0.1,0.1,0.1,331.6,-30.4,9.08,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90408,116.40408,4408,4000,332.9905704
41:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.81722889,-2.305363457,3050,-0.574823947,-0.443681184,50,0.1,0.1,0.1,332,-30.5,9.1,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9041,116.4041,4410,4000,333.3980354
41:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.70390826,-2.349615569,3060,-0.558344534,-0.441353675,50,0.1,0.1,0.1,332.4,-30.6,9.12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90412,116.40412,4412,4000,333.8055122
41:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.59390596,-2.393632721,3070,-0.541641792,-0.438982031,50,0.1,0.1,0.1,332.8,-30.7,9.14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90414,116.40414,4414,4000,334.2130009
41:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.48726599,-2.437410512,3080,-0.5247224,-0.43656649,50,0.1,0.1,0.1,333.2,-30.8,9.16,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90416,116.40416,4416,4000,334.6205015
41:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.384031,-2.480944564,3090,-0.507593126,-0.434107292,50,0.1,0.1,0.1,333.6,-30.9,9.18,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90418,116.40418,4418,4000,335.0280138
42:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.28424228,-2.524230523,3100,-0.490260821,-0.431604683,50,0.1,0.1,0.1,334,-31,9.2,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9042,116.4042,4420,4000,335.4355378
42:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.18793974,-2.567264062,3110,-0.472732419,-0.429058915,50,0.1,0.1,0.1,334.4,-31.1,9.22,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90422,116.40422,4422,4000,335.8430735
42:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.09516191,-2.610040876,3120,-0.45501493,-0.426470241,50,0.1,0.1,0.1,334.8,-31.2,9.24,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90424,116.40424,4424,4000,336.2506208
42:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.0059459,-2.652556688,3130,-0.437115441,-0.42383892,50,0.1,0.1,0.1,335.2,-31.3,9.26,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90426,116.40426,4426,4000,336.6581798
42:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.92032739,-2.694807247,3140,-0.419041112,-0.421165216,50,0.1,0.1,0.1,335.6,-31.4,9.28,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90428,116.40428,4428,4000,337.0657503
43:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.83834063,-2.736788327,3150,-0.400799172,-0.418449395,50,0.1,0.1,0.1,336,-31.5,9.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9043,116.4043,4430,4000,337.4733323
43:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.76001841,-2.778495731,3160,-0.382396918,-0.41569173,50,0.1,0.1,0.1,336.4,-31.6,9.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90432,116.40432,4432,4000,337.8809258
43:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.68539206,-2.819925288,3170,-0.36384171,-0.412892497,50,0.1,0.1,0.1,336.8,-31.7,9.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90434,116.40434,4434,4000,338.2885307
43:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.61449143,-2.861072854,3180,-0.34514097,-0.410051974,50,0.1,0.1,0.1,337.2,-31.8,9.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90436,116.40436,4436,4000,338.696147
43:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.54734488,-2.901934316,3190,-0.326302178,-0.407170446,50,0.1,0.1,0.1,337.6,-31.9,9.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90438,116.40438,4438,4000,339.1037747
44:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.48397926,-2.942505586,3200,-0.30733287,-0.404248202,50,0.1,0.1,0.1,338,-32,9.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9044,116.4044,4440,4000,339.5114137
44:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.42441993,-2.982782609,3210,-0.288240633,-0.401285533,50,0.1,0.1,0.1,338.4,-32.1,9.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90442,116.40442,4442,4000,339.9190639
44:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.36869069,-3.022761355,3220,-0.269033103,-0.398282736,50,0.1,0.1,0.1,338.8,-32.2,9.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90444,116.40444,4444,4000,340.3267254
44:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.31681386,-3.062437828,3230,-0.249717964,-0.395240111,50,0.1,0.1,0.1,339.2,-32.3,9.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90446,116.40446,4446,4000,340.734398
44:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.26881017,-3.10180806,3240,-0.230302941,-0.392157963,50,0.1,0.1,0.1,339.6,-32.4,9.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90448,116.40448,4448,4000,341.1420818
45:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.22469882,-3.140868114,3250,-0.210795799,-0.389036598,50,0.1,0.1,0.1,340,-32.5,9.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9045,116.4045,4450,4000,341.5497768
45:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.18449747,-3.179614083,3260,-0.191204343,-0.385876331,50,0.1,0.1,0.1,340.4,-32.6,9.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90452,116.40452,4452,4000,341.9574827
45:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.14822218,-3.218042094,3270,-0.171536407,-0.382677476,50,0.1,0.1,0.1,340.8,-32.7,9.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90454,116.40454,4454,4000,342.3651998
45:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.11588748,-3.256148303,3280,-0.151799858,-0.379440354,50,0.1,0.1,0.1,341.2,-32.8,9.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90456,116.40456,4456,4000,342.7729278
45:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.08750629,-3.2939289,3290,-0.132002592,-0.376165288,50,0.1,0.1,0.1,341.6,-32.9,9.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90458,116.40458,4458,4000,343.1806667
46:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.06308996,-3.331380106,3300,-0.112152527,-0.372852606,50,0.1,0.1,0.1,342,-33,9.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9046,116.4046,4460,4000,343.5884166
46:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.04264827,-3.368498178,3310,-0.092257602,-0.369502639,50,0.1,0.1,0.1,342.4,-33.1,9.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90462,116.40462,4462,4000,343.9961773
46:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.02618938,-3.405279403,3320,-0.072325775,-0.366115722,50,0.1,0.1,0.1,342.8,-33.2,9.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90464,116.40464,4464,4000,344.4039489
46:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.01371989,-3.441720102,3330,-0.052365019,-0.362692194,50,0.1,0.1,0.1,343.2,-33.3,9.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90466,116.40466,4466,4000,344.8117312
46:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.00524477,-3.477816632,3340,-0.032383318,-0.359232397,50,0.1,0.1,0.1,343.6,-33.4,9.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90468,116.40468,4468,4000,345.2195244
47:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.00076742,-3.513565384,3350,-0.012388663,-0.355736676,50,0.1,0.1,0.1,344,-33.5,9.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9047,116.4047,4470,4000,345.6273282
47:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.00028964,-3.548962782,3360,0.007610946,-0.352205383,50,0.1,0.1,0.1,344.4,-33.6,9.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90472,116.40472,4472,4000,346.0351427
47:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.0038116,-3.584005286,3370,0.027607511,-0.348638869,50,0.1,0.1,0.1,344.8,-33.7,9.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90474,116.40474,4474,4000,346.4429679
47:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.01133191,-3.618689394,3380,0.047593034,-0.345037492,50,0.1,0.1,0.1,345.2,-33.8,9.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90476,116.40476,4476,4000,346.8508037
47:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.02284754,-3.653011635,3390,0.06755952,-0.341401611,50,0.1,0.1,0.1,345.6,-33.9,9.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90478,116.40478,4478,4000,347.25865
48:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.03835391,-3.686968578,3400,0.087498983,-0.33773159,50,0.1,0.1,0.1,346,-34,9.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9048,116.4048,4480,4000,347.6665069
48:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.0578448,-3.720556827,3410,0.107403448,-0.334027797,50,0.1,0.1,0.1,346.4,-34.1,9.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90482,116.40482,4482,4000,348.0743742
48:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.08131243,-3.753773024,3420,0.127264953,-0.330290601,50,0.1,0.1,0.1,346.8,-34.2,9.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90484,116.40484,4484,4000,348.4822521
48:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.10874739,-3.786613846,3430,0.147075554,-0.326520376,50,0.1,0.1,0.1,347.2,-34.3,9.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90486,116.40486,4486,4000,348.8901403
48:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.14013873,-3.81907601,3440,0.166827326,-0.322717499,50,0.1,0.1,0.1,347.6,-34.4,9.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90488,116.40488,4488,4000,349.2980389
49:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.17547387,-3.85115627,3450,0.186512369,-0.318882351,50,0.1,0.1,0.1,348,-34.5,9.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9049,116.4049,4490,4000,349.7059479
49:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.2147387,-3.882851418,3460,0.206122811,-0.315015315,50,0.1,0.1,0.1,348.4,-34.6,9.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90492,116.40492,4492,4000,350.1138672
49:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.2579175,-3.914158283,3470,0.225650805,-0.311116778,50,0.1,0.1,0.1,348.8,-34.7,9.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90494,116.40494,4494,4000,350.5217968
49:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.30499301,-3.945073736,3480,0.245088543,-0.307187129,50,0.1,0.1,0.1,349.2,-34.8,9.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90496,116.40496,4496,4000,350.9297366
49:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.35594638,-3.975594685,3490,0.264428248,-0.303226762,50,0.1,0.1,0.1,349.6,-34.9,9.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90498,116.40498,4498,4000,351.3376866
50:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.41075725,-4.005718078,3500,0.283662185,-0.299236072,50,0.1,0.1,0.1,350,-35,10,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.905,116.405,4500,4000,351.7456467
50:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.46940369,-4.035440902,3510,0.302782662,-0.295215459,50,0.1,0.1,0.1,350.4,-35.1,10.02,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90502,116.40502,4502,4000,352.153617
50:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.53186224,-4.064760185,3520,0.321782029,-0.291165325,50,0.1,0.1,0.1,350.8,-35.2,10.04,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90504,116.40504,4504,4000,352.5615975
50:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.59810792,-4.093672996,3530,0.340652688,-0.287086074,50,0.1,0.1,0.1,351.2,-35.3,10.06,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90506,116.40506,4506,4000,352.9695879
50:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.66811424,-4.122176443,3540,0.35938709,-0.282978115,50,0.1,0.1,0.1,351.6,-35.4,10.08,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90508,116.40508,4508,4000,353.3775884
51:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.74185318,-4.150267676,3550,0.377977743,-0.278841859,50,0.1,0.1,0.1,352,-35.5,10.1,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9051,116.4051,4510,4000,353.7855989
51:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.81929525,-4.177943886,3560,0.396417209,-0.274677718,50,0.1,0.1,0.1,352.4,-35.6,10.12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90512,116.40512,4512,4000,354.1936194
51:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.90040949,-4.205202304,3570,0.414698114,-0.27048611,50,0.1,0.1,0.1,352.8,-35.7,10.14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90514,116.40514,4514,4000,354.6016497
51:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.98516344,-4.232040206,3580,0.432813144,-0.266267454,50,0.1,0.1,0.1,353.2,-35.8,10.16,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90516,116.40516,4516,4000,355.00969
51:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.07352321,-4.258454907,3590,0.450755056,-0.262022171,50,0.1,0.1,0.1,353.6,-35.9,10.18,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90518,116.40518,4518,4000,355.4177401
52:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.16545344,-4.284443767,3600,0.468516671,-0.257750686,50,0.1,0.1,0.1,354,-36,10.2,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9052,116.4052,4520,4000,355.8258001
52:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.26091738,-4.310004185,3610,0.486090886,-0.253453426,50,0.1,0.1,0.1,354.4,-36.1,10.22,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90522,116.40522,4522,4000,356.2338698
52:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.35987684,-4.335133607,3620,0.503470671,-0.249130821,50,0.1,0.1,0.1,354.8,-36.2,10.24,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90524,116.40524,4524,4000,356.6419493
52:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.46229222,-4.359829519,3630,0.520649075,-0.244783303,50,0.1,0.1,0.1,355.2,-36.3,10.26,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90526,116.40526,4526,4000,357.0500385
52:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.56812258,-4.384089452,3640,0.537619226,-0.240411307,50,0.1,0.1,0.1,355.6,-36.4,10.28,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90528,116.40528,4528,4000,357.4581374
53:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.67732558,-4.407910979,3650,0.554374336,-0.236015271,50,0.1,0.1,0.1,356,-36.5,10.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9053,116.4053,4530,4000,357.866246
53:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.78985753,-4.431291719,3660,0.570907704,-0.231595632,50,0.1,0.1,0.1,356.4,-36.6,10.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90532,116.40532,4532,4000,358.2743641
53:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.90567344,-4.454229334,3670,0.587212717,-0.227152835,50,0.1,0.1,0.1,356.8,-36.7,10.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90534,116.40534,4534,4000,358.6824919
53:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.02472696,-4.476721529,3680,0.603282852,-0.222687322,50,0.1,0.1,0.1,357.2,-36.8,10.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90536,116.40536,4536,4000,359.0906292
53:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.14697049,-4.498766056,3690,0.619111682,-0.218199541,50,0.1,0.1,0.1,357.6,-36.9,10.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90538,116.40538,4538,4000,359.4987761
54:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.27235512,-4.52036071,3700,0.634692876,-0.21368994,50,0.1,0.1,0.1,358,-37,10.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9054,116.4054,4540,4000,359.9069324
54:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.40083071,-4.541503332,3710,0.650020201,-0.20915897,50,0.1,0.1,0.1,358.4,-37.1,10.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90542,116.40542,4542,4000,360.3150982
